ID del item,Nombre del item,Total de ventas (CLP),Cantidad vendida
1236,arnes nacional chico a. doctor,68280.0,12.0
280,zd neopro blue leash large,68100.0,3.0
614,laxavet x 40 gr.,68040.0,7.0
794,habitrail ovo expansion,67980.0,2.0
470,brit care senior lamb & rice 3 kg,67960.0,4.0
1340,dogit alfombrilla educadora  x-large 20u,67960.0,4.0
1745,coastal sublime collar chevrons l,67960.0,4.0
76,coastal sublime collar pink l,67960.0,4.0
1660,mamadera  (kit) 59 ml.,67920.0,8.0
1388,pawise bolsas repuesto 8x20 colores,67900.0,10.0
1206,dogit cuerda anudada sabor menta 26 cm,67900.0,10.0
1655,honey h-harness medium,67601.6,4.0
957,pink led leash large,67600.0,4.0
1286,zeedog tarot leash large,67600.0,4.0
109,zd smash leash large,67600.0,4.0
904,zd hawkins stranger  leash large,67600.0,4.0
993,columbia air mesh harness medium,67501.5,3.0
450,zeedog gotham leash large,67360.0,4.0
1503,zeedog atlanta h-harness medium,67360.0,4.0
1512,oat hay 425 gr,67120.0,8.0
172,orchard grass hay 425gr,67120.0,8.0
93,arnes de paseo mediano g.a,67120.0,8.0
951,zeus trailla dobl asa  m  fucsia 1,67120.0,8.0
673,canine digestive care i/d lata 156grs,66500.0,19.0
938,kitten instinctive 165grsx6un,66480.0,24.0
237,coastal lazer brite collar fish bones,66430.0,7.0
536,le salon essentials cepillo carda small,65940.0,6.0
381,zd army green ruff leash small,65700.0,3.0
325,cordon amarre 16 mm (corto) a. doctor,65520.0,8.0
1350,honey collar medium,65402.399999999994,6.0
1332,zeedog atlanta collar medium,65400.0,6.0
807,bliss collar medium,65400.0,6.0
1759,zd midnight collar medium,65400.0,6.0
1180,sand collar medium,65400.0,6.0
862,zd midnight leash extra small,65400.0,6.0
1593,pixel collar small,65400.0,6.0
1014,toallitas tea tree oil,65340.0,11.0
1361,pro plan puppy small breed 1kg ar,65280.0,6.0
1423,zeedog atlanta leash extra small,65160.0,6.0
124,zeedog phantom leash extra small,65160.0,6.0
1553,arnes de paseo grande g.a,65030.0,7.0
716,calzon celo talla 5,65030.0,7.0
159,revolution perro/gato  0 - 2.5 kg,64950.0,5.0
1490,vp mighty jr angry animals mad cow,64950.0,5.0
1034,le salon cepillo goma c/mango curvo,64900.0,10.0
896,arnes talla s,64900.0,10.0
541,placa pet tags,64790.0,11.0
175,zd bordeau collar large,64500.0,5.0
651,zd candy collar large,64500.0,5.0
1051,zd midnight collar large,64500.0,5.0
690,zd volt collar large,64500.0,5.0
1221,zeedog atlanta collar large,64300.0,5.0
392,bandeja sanit. gato l / betta,64250.0,5.0
948,small bone aluminum light blue (my family),64170.0,9.0
1011,small bone aluminum pink (my family),64170.0,9.0
872,small bone aluminum red (my family),64170.0,9.0
1637,small round aluminum blue (my family),64170.0,9.0
1488,coastal lazer brite collar pink multi flowers l,63960.0,4.0
1096,coastal maslow  plato pup verde 1596 ml,63960.0,4.0
1489,le salon cortauñas alicate ergonomico,63960.0,4.0
626,coastal maslow  plato paw gris 1596 ml,63960.0,4.0
1346,catit filtro fuente acero inox 2 unid,63920.0,8.0
717,dogti toallitas de limpieza ojos 70un,63920.0,8.0
793,ps hairball solutions,63920.0,8.0
112,zeus collar ajustable  l   azul denim,63900.0,10.0
1245,nm no more marking,63760.0,4.0
1722,honey cat collar,63705.46,13.0
780,bliss cat collar,63700.0,13.0
1567,laguna leash small,63600.0,4.0
566,zeedog neopro green leash small,63600.0,4.0
1125,honey leash small,63598.4,4.0
1572,parka t/0 cata pets,63560.0,4.0
1065,capa polar c/chiporro t-xl (4)  a. doctor,63440.0,8.0
1449,plato antideslizante luna / l,63300.0,10.0
234,afp travel dog arnes seguridad s,62970.0,3.0
300,coastal style trailla wildflower l 1,62950.0,5.0
1744,coastal style trailla black skulls l 1,62950.0,5.0
1738,coastal style trailla black skulls m 1,62950.0,5.0
553,zeus trailla dobl asa  xl  rojo 1,62950.0,5.0
1354,zeus trailla dobl asa  l  grafito 1,62940.0,6.0
1627,coastal sublime collar yellow xs,62940.0,6.0
1008,coastal lazer brite collar galaxy s/m,62940.0,6.0
410,coastal maslow  plato paw rosado 828 ml,62940.0,6.0
173,coastal style collar resolve l,62940.0,6.0
519,zeus nosh hueso duro sabor carne/queso m,62930.0,7.0
1047,zeus collar semifijo  l  rojo,62930.0,7.0
1110,coastal lazer brite collar skulls s/m,62930.0,7.0
1658,afp little buddy chupete rosa  large,62910.0,9.0
592,dogit bebedero gravedad 1 lt,62910.0,9.0
1377,coastal lazer brite collar pink multi flowers xs,62910.0,9.0
1327,drontal cats  1 comprimido (pote 24 un) ,62510.0,19.0
1405,coastal sublime collar teal stripe s/m,62450.0,5.0
1204,coastal sublime collar cubes s/m,62450.0,5.0
683,purple big circle bone (my family),61960.0,4.0
1258,light blue big circle bone (my family),61960.0,4.0
1699,harvest stacks westtimothy 992 gr.,61920.0,3.0
974,royal canin calorie control felino  165 gr lata,61830.0,27.0
243,kit mamadera beaphar 35ml,61700.0,5.0
492,coastal style collar bones m,61600.0,7.0
79,dog a dent 100 grs pasta,61260.0,6.0
1239,dogit alfombrilla educadora  medium 14un,61110.0,9.0
507,calefactor aut. 50w - boyu,60640.0,4.0
314,body perro 4 rosado,60390.0,3.0
209,coastal style collar skulls  l,60000.0,6.0
71,arnes de seguridad para auto talla: xl,59970.0,3.0
408,pawise mat de enfriamiento m 50x40 cm,59960.0,4.0
457,pawise arnes y cinturon de seguridad l,59960.0,4.0
1092,lm soother green for dog,59940.0,6.0
332,zeedog atlanta adjustable air mesh harness extra small,59900.0,2.0
150,hartz chew n clean tuff bone dog toy - small,59880.0,12.0
487,electrovet soluc oral 500ml,59710.0,7.0
1218,advantix 25-40 kg,59680.0,4.0
163,parka t/4 cata pets,59670.0,3.0
1651,zd neon coral h-harness extra small,59500.0,5.0
1330,zeedog ella h-harness large,59490.0,3.0
895,pink led collar small,59400.0,6.0
726,zd army green collar small,59400.0,6.0
733,zd pacco collar small,59400.0,6.0
713,zd skull 2.0 collar small,59400.0,6.0
239,honey collar small,59397.66,6.0
973,tx enganche cinturon seguridad standar,59290.0,11.0
597,zeedog super orange,59220.0,6.0
1486,zeedog prisma collar small,59220.0,6.0
247,capa polar c/chiporro t-s (1)  a. doctor,58950.0,9.0
48,coastal sublime trailla cubes/purple,58770.0,3.0
952,coastal lazer brite trailla pink multi flowers m 1.8m,58770.0,3.0
1132,"planet dog hueso azul ""m""",58760.0,4.0
1581,doggy dolly small polerón racing fever con gorro grey l,58410.0,3.0
53,zeus nosh hueso flex cachorro sabor tocino s,58410.0,9.0
361,zeedog neopro green leash large,58200.0,3.0
899,"planet dog diamond plate double-tuff naranja ""s""",57960.0,4.0
1412,zeedog chroma adjustable air mesh harness small,57900.0,3.0
111,zeedog atlanta adjustable air mesh harness small,57900.0,3.0
1467,zeedog honey adjustable air mesh harness small,57900.0,3.0
1044,zd bordeau adjustable air mesh harness small,57900.0,3.0
1131,pawise hollow ranita,57900.0,10.0
387,royal gastrointestinal canine 385 grs. (lata),57640.0,11.0
893,fancy feast petits filets atun 85 g,57600.0,64.0
1111,brit mono protein turkey & sweet potato 400 g,57600.0,16.0
570,arnes de pasaeo chico g.a,57520.0,8.0
826,zeedog neopro bubblegum leash small,57120.0,3.0
992,small round aluminum black (my family),57040.0,8.0
1219,small heart aluminum pink (my family),57040.0,8.0
445,big round aluminum light blue (my family),57040.0,8.0
69,big heart aluminum red (my family),57040.0,8.0
478,catapet cama chiporro chica nº1,56970.0,3.0
996,coastal comfort soft arnes lima s,56970.0,3.0
812,lw small animal corta uña,56940.0,6.0
1700,zeedog skull h-harness large,56700.0,3.0
876,zd army green soft-walk harness medium,56700.0,3.0
887,puzzle soft-walk harness medium,56698.799999999996,3.0
1483,zeus trailla dobl asa  s  fucsia 1,56610.0,9.0
1167,mamistop 125 gr (perro),56210.0,7.0
787,pelota portagolosina azul medium,56100.0,6.0
1666,dreamwell cama redonda woof azul 53cm,55980.0,2.0
1642,coastal sparkle trailla orquidea 1,55960.0,4.0
1555,apf mighty rex hueso curvo,55930.0,7.0
846,coastal fashion collar sushi,55930.0,7.0
1117,coastal fashion collar black skulls,55930.0,7.0
204,coastal fashion collar fish,55930.0,7.0
1175,pawise elefante con tirador,55930.0,7.0
349,pelota para perros,55930.0,7.0
267,coastal style collar brown paw s,55930.0,7.0
1413,pawise fetch it elefante,55920.0,8.0
214,pelota portagolosina azul small,55920.0,8.0
552,clever pet bowl acero inox colores,55840.0,8.0
578,zeedog maze leash small,55600.0,4.0
1089,zd midnight leash small,55600.0,4.0
371,zeedog mr. x,55600.0,4.0
714,zd bordeau leash small,55600.0,4.0
562,zd smash h-harness small,55600.0,4.0
46,collar con smart id para retro blue m,55600.0,4.0
116,zeedog gotham h-harness small,55400.0,4.0
778,zeedog atlanta h-harness small,55400.0,4.0
680,big hair kitty,55330.0,11.0
1331,go bowl black small,55302.869999999995,7.0
847,zd skull 2.0 collar extra small,55300.0,7.0
1146,bliss collar extra small,55300.0,7.0
157,hartz tuff stuff nose divers - small,55230.0,7.0
229,big bone chromed brass (my family),55200.0,6.0
352,coastal new earth collar de soya menta xs,55140.0,6.0
1429,parka impermeable talla 10,55120.0,8.0
1527,cabatina 25 ml,55050.0,5.0
976,zeus arnes fig.a  m  coral,54950.0,5.0
65,ps dental solutions starter kit,54950.0,5.0
646,educador sanitario perro gato,54800.0,8.0
477,coastal new earth trailla de soya berenjena 1,54760.0,4.0
773,nm jfc stain & odor eliminator - trigger spray,54640.0,4.0
433,naxpet 10 mg.x 10 comp.,54600.0,7.0
1539,bozal clinico 3 (a. doctor),54530.0,7.0
1552,afp modern cat tinkly,54530.0,7.0
1267,blocks collar medium,54502.0,5.0
1187,zd bordeau collar medium,54500.0,5.0
1501,zd pacco collar medium,54500.0,5.0
153,zd neon coral collar medium,54500.0,5.0
1312,zeedog gotham collar medium,54500.0,5.0
431,zeus arnes fig h l grafito,54360.0,4.0
1643,collar cuero nº 4 (g. araya),54320.0,8.0
1634,zeus filtro fuente mini 3 unid,54320.0,8.0
1528,zeedog ella leash extra small,54300.0,5.0
16,zeedog prisma collar medium,54300.0,5.0
495,alimento pelletizado nature para cobayo 700 gr,54300.0,6.0
602,zeedog skull leash extra small,54300.0,5.0
1145,afp dog ultrasonic avestruz,54240.0,4.0
998,"zeus trailla dobl asa ""xl"" grafito 1",54050.0,5.0
702,planet dog tug hueso azul,53970.0,3.0
391,pawise repuesto pasto sanitario,53970.0,3.0
327,afp lamb triplets mice,53940.0,6.0
1447,lw set arnes y correa peq animales  s ,53940.0,6.0
653,toallitas perfumadas clorhexidina perro y gato,53910.0,9.0
785,parka t/2 cata pets,53670.0,3.0
339,zeedog greg,53400.0,6.0
1076,noon collar extra small,53400.0,6.0
421,cream chihuahua  (my family),53320.0,4.0
1741,grey shih tzu (my family),53320.0,4.0
1574,drontal plus x 2 comprimidos saborizados,52950.0,5.0
503,golden retriever (my family),52680.0,3.0
1031,bow tie red (my family),52680.0,3.0
860,i'm the king (my family),52680.0,3.0
329,white and black european shorthair (my family),52680.0,3.0
358,orange and white english cocker  (my family),52680.0,3.0
970,coastal new earth collar de soya berenjena s/m,52450.0,5.0
765,coastal sublime collar purple xs,52450.0,5.0
1150,simparica 10 mg  x 1 tab. 2,52320.0,6.0
1653,sinpul 30 % x 15 grs.,52320.0,12.0
1248,juguetes de pasto 3 unidades,52260.0,6.0
727,cracul x20 comp. perros,52200.0,6.0
1260,nutrafin max peces agua fria escamas 38g,52110.0,9.0
1017,pawise little monster naranja,52110.0,9.0
383,zeus nosh hueso duro sabor tocino l,51960.0,4.0
677,poleron t/5 cata pets,51960.0,4.0
1242,afp furry ball fluffer rojo,51590.0,11.0
1477,afp furry ball flufy rosa,51590.0,11.0
1094,zeedog gotham collar large,51440.0,4.0
1338,"zeus collar ajustable ""l"" grafito",51120.0,8.0
1749,toallitas neem,51120.0,8.0
1727,planet dog luna,50970.0,3.0
1326,coastal sublime collar aztec l,50970.0,3.0
1107,dispensador agua maya m 700 ,50940.0,6.0
1780,blocks leash large,50701.200000000004,3.0
1748,zd army green leash large,50700.0,3.0
538,zd bordeau h-harness medium,50700.0,3.0
1545,pink led h-harness medium,50700.0,3.0
341,capa polar chiporro t/7 cata pets,50670.0,3.0
310,zeus trailla dobl asa  xl  coral 1,50360.0,4.0
1546,coastal style trailla teal purple diamonds m 1,50360.0,4.0
1692,coastal style trailla brown paw m 1,50360.0,4.0
1152,coastal new earth collar de soya menta l,50360.0,4.0
1244,do cinturon seguridad auto 25mmx55-87cm,50360.0,4.0
760,coastal sublime collar flower pink s/m,49960.0,4.0
1159,pawise peluche unicornio con sonido perro,49950.0,5.0
1192,hartz duraplay bone large dog toy,49950.0,5.0
456,bowl ufo,49950.0,5.0
1523,pawise botella bebedera 500 ml,49950.0,9.0
1690,small heart aluminum light blue (my family),49910.0,7.0
1420,small round aluminum pink (my family),49910.0,7.0
701,big heart aluminum pink (my family),49910.0,7.0
1022,big bone aluminum pink (my family),49910.0,7.0
522,small heart aluminum black (my family),49910.0,7.0
499,small bone aluminum purple (my family),49910.0,7.0
37,big bone aluminum red (my family),49910.0,7.0
453,small heart aluminum purple (my family),49910.0,7.0
960,big round aluminum blue (my family),49910.0,7.0
963,dogit dispensador bolsa fecas azul 2x20,49900.0,10.0
28,bowl 17 cm,49900.0,10.0
530,collar cuero nº 3 ( g. araya),49520.0,8.0
1766,bliss collar small,49500.0,5.0
294,zd midnight collar small,49500.0,5.0
1458,collar cuero nº 2 (g. araya),49410.0,9.0
525,zeedog gotham collar small,49350.0,5.0
672,zeedog ella collar small,49350.0,5.0
107,zeedog super banana,49350.0,5.0
1155,purple big circle paw (my family),49200.0,4.0
138,bozal clinico 4 (a. doctor),49140.0,6.0
1633,tx arnes para auto s 30-60 cm,49050.0,5.0
1782,red xl aluminum bone,48960.0,6.0
1709,power 1 p. hasta 10 kg,48930.0,7.0
658,lw nido de bambu,48930.0,7.0
546,pawise holow leon,48930.0,7.0
573,planet dog frambueza,48930.0,7.0
1411,coastal style collar resolve xs,48930.0,7.0
264,pawise fetch it mono,48930.0,7.0
1708,catlove raton mecanico rosado,48930.0,7.0
1695,clever pet bowl heart,48860.0,7.0
925,gumi juguete hilo dental seda  mini ,48500.0,5.0
544,coastal maslow plato cobre martillado 2188 ml,47970.0,3.0
1006,pawise arnes y cinturon de seguridad s,47960.0,4.0
1520,coastal lazer brite trailla bones m,47960.0,4.0
401,coastal maslow plato dry ears gris 887 ml,47960.0,4.0
843,coastal embellished collar bow-tie black,47950.0,5.0
282,coastal style collar wildflower s,47940.0,6.0
155,zeus arnes fig.a  s  coral,47940.0,6.0
1718,nm housebreaking / enseñador,47940.0,6.0
923,pawise mono con tirador,47940.0,6.0
1360,zeus arnes fig.a  s  fucsia,47940.0,6.0
1454,"zeus collar semifijo ""l"" grafito",47937.96,6.0
403,pawise bozal tela l,47920.0,8.0
1173,fritz adjustable air mesh medium,47800.0,2.0
771,zd fatboy ruff leash large,47800.0,2.0
934,zd smash adjustable air mesh harness medium,47800.0,2.0
1162,zeedog skull leash large,47700.0,3.0
638,zeedog gotham ruff leash large,47640.0,2.0
1209,zd skull 2.0 h-harness extra small,47600.0,4.0
670,zd army green leash + harness set,47600.0,4.0
936,zeus collar semifijo  m  rojo,47520.0,8.0
347,zeedog prisma harness + leash set,47440.0,4.0
1054,zeedog prisma h-harness extra small,47440.0,4.0
1589,honey collar extra small,47402.46,6.0
855,ultimate blue collar extra small,47400.0,6.0
1121,cama iglu erizo mediano,46900.0,10.0
54,afp lamb cuddle country animals,46760.0,4.0
451,"zeus collar ajustable ""xl"" grafito",46740.0,6.0
427,zeus collar ajustable  xl  coral,46740.0,6.0
203,zeus collar ajustable xl azul denim,46690.0,7.0
1576,jg velvet bobbler,46680.0,6.0
912,black big circle paw (my family),46470.0,3.0
1373,coastal style collar resolve m,46450.0,5.0
254,coastal style collar teal purple diamonds m,46450.0,5.0
749,heno de avena 425 gr,46300.0,5.0
58,repelente spray interior 300 ml,46100.0,5.0
1750,small bone golden brass (my family),46000.0,5.0
164,zeedog skull collar large,46000.0,4.0
187,small bone chromed brass (my family),46000.0,5.0
1097,catapet cama chiporro med. nº2,45980.0,2.0
17,"planet dog planet ball azul/verde ""l""",45980.0,2.0
555,dispensador alimento maya / s (200 gr.),45040.0,8.0
1596,pawise cama cafe perros,44970.0,3.0
735,nm jfc pet block / repelente,44960.0,4.0
864,poleron t/1 cata pets,44950.0,5.0
474,coastal style collar plaid  l,44950.0,5.0
1329,afp modern cat fluffy wand,44950.0,5.0
31,zeedog cannon ball,44820.0,6.0
675,plato antideslizante luna / s,44760.0,12.0
632,rostrum susp. oral 20 ml,44730.0,7.0
767,zeedog salina keychain,44500.0,5.0
1756,zeedog skull collar small,44500.0,5.0
610,pink led cat collar,44100.0,9.0
1369,zeedog maze cat collar,44100.0,9.0
684,zeus arnes fig.a  m  fucsia,43960.0,4.0
1313,dogit paðales desechables,43960.0,4.0
931,bolso cabina negro,43800.0,2.0
57,ultimate blue collar medium,43600.0,4.0
1390,zeedog ella collar medium,43600.0,4.0
1274,zeedog roy,43600.0,4.0
1758,mother and babycat instinctive  145 gr,43510.0,19.0
322,afp dog sparkle cepillo dedo/pasta,43470.0,3.0
1781,capa polar chiporro t/6 cata pets,43470.0,3.0
567,collar cuero nº 6 (g. araya),43450.0,5.0
228,zeedog gotham leash extra small,43440.0,4.0
604,zeedog mahalo leash extra small,43440.0,4.0
575,capa arnè talla 2 cata pets,43440.0,3.0
720,zeedog mahalo collar medium,43440.0,4.0
1295,lw set arnes y correa peq animales  m ,43160.0,4.0
1213,rabbit ear cleaning solution 4 oz,42870.0,3.0
131,small round aluminum purple (my family),42780.0,6.0
273,big heart aluminum blue (my family),42780.0,6.0
1233,big heart aluminum light blue (my family),42780.0,6.0
389,big heart aluminum purple (my family),42780.0,6.0
15,small heart aluminum red (my family),42780.0,6.0
622,small round aluminum light blue  (my family),42780.0,6.0
1570,jaula aves peq. diseños,42540.0,3.0
1578,zeus trailla dobl asa  s  grafito 1,42400.0,8.0
1299,zeus collar ajustable  m  coral,42320.0,8.0
81,zeus collar ajustable  m   fucsia,42320.0,8.0
354,dogit dispensador alimento 2 lt,41970.0,3.0
954,coastal maslow  plato paw azul 828 ml,41960.0,4.0
777,coastal new earth collar de soya menta s/m,41960.0,4.0
1737,zeus trailla dobl asa  m  grafito 1,41950.0,5.0
1448,pawise fetch it leon,41940.0,6.0
23,coastal lazer brite collar galaxy xs,41940.0,6.0
599,tetra aquasafe,41920.0,8.0
811,pala sanitaria (granulos) gris,41900.0,10.0
252,brit care cat tuna with chicken and milk 70grs,41800.0,22.0
1190,pawise bolsas repuesto 3x20 colores,41790.0,7.0
1333,zd army green leash small,41700.0,3.0
1254,zd smash leash small,41700.0,3.0
405,zd skull 2.0 leash small,41700.0,3.0
1273,zeedog mahalo h-harness small,41550.0,3.0
266,zeedog gotham leash small,41550.0,3.0
956,zeedog prisma leash small,41550.0,3.0
1767,zeedog ella h-harness small,41550.0,3.0
1383,fancy feast tartare atun 85 g,41400.0,46.0
1440,zeedog poop bag dispenser black +1 roll,41300.0,7.0
1012,plato antideslizante luna / m,41220.0,9.0
888,coastal new earth trailla de soya fucsia 1,41070.0,3.0
1310,zeedog skull h-harness extra small,40800.0,4.0
1563,calefactor aut. 100w - boyu,40800.0,3.0
1550,afp pups cuerda suave mini,40740.0,6.0
1631,zd smash collar extra small,40720.0,4.0
1587,fancy feast mousse pez camaron 85 g,40500.0,45.0
1687,capa arnè talla 1 cata pets,40470.0,3.0
661,laser fun,40440.0,4.0
1438,botella 100 ml peq animales,40410.0,9.0
1402,cadena cordon 4 mm a.doctor,40410.0,9.0
560,nm 3in1 odor destroyer,39960.0,4.0
1500,coastal lazer brite trailla skulls s,39960.0,4.0
662,tx  calzon celo protector l 50–59 cm,39950.0,5.0
1502,coastal style collar plaid m,39950.0,5.0
838,lw. bola de ejercicio con base,39950.0,5.0
1241,tx bozal con red incorporada s,39920.0,8.0
263,alfombrilla 14 unid,39920.0,8.0
1672,pawise bozal tela s,39920.0,8.0
1154,revolution plus 0.5 ml (2.5 a 5 kg) x 1p,39870.0,3.0
1270,zeedog mahalo h-harness large,39660.0,2.0
1226,zeedog gotham h-harness large,39660.0,2.0
473,zeedog blu,39600.0,4.0
94,arnes nacional mediano a. doctor,39540.0,6.0
759,zd neon coral collar extra small,39500.0,5.0
577,zeedog atlanta collar small,39480.0,4.0
1728,tx plato comida lenta ,39420.0,6.0
142,zeedog ella collar extra small,39350.0,5.0
729,botella 500 ml peq animales,39000.0,6.0
1227,dogit alfombrilla educadora  medium 100u,38990.0,1.0
1114,arnes talla l,38940.0,6.0
725,zeus nosh hueso flex cachorro sabor pollo s,38940.0,6.0
903,zd army green collar large,38700.0,3.0
162,pawise bozal tela m,38430.0,7.0
557,coastal embellished collar flower pink,38360.0,4.0
44,pichichi 20 ml. (edu. sanit/perros),38280.0,12.0
616,zeus collar ajustable  s  grafito,37710.0,9.0
1230,collar isabelino 7.5 cm nº(0),37700.0,13.0
1460,lw nido de bambu,37520.0,8.0
1127,coastal sublime collar yellow s/m,37470.0,3.0
1210,coastal sublime collar chevrons s/m,37470.0,3.0
241,coastal style collar brown paw m,37160.0,4.0
1513,key ring (my family),37140.0,6.0
730,collar cuero nº 5 (g. araya),36950.0,5.0
821,coastal new earth collar de soya berenjena xs,36760.0,4.0
1339,afp lamb flying mouse,35960.0,4.0
1184,hartz duraplay ball medium,35940.0,6.0
4,galgovet,35820.0,18.0
1093,zd army green h-harness extra small,35700.0,3.0
836,big bone aluminum purple (my family),35650.0,5.0
1039,small bone aluminum black (my family),35650.0,5.0
1444,big bone aluminum blue (my family),35650.0,5.0
1516,collar luminoso animal care,35090.0,11.0
1470,afp doggies pantufla mono,35070.0,3.0
1652,easy to clean collection bags,35000.0,10.0
308,coastal style collar plaids,34950.0,5.0
1743,coastal luz para collar,34950.0,5.0
657,hartz duraplay bone small dog toy,34930.0,7.0
262,dogit dispensador bolsa fecas rojo 2x20,34930.0,7.0
1597,pawise little monster verde,34740.0,6.0
1487,tx cliker entrenamiento perro,34400.0,10.0
962,zd smash cat collar,34300.0,7.0
568,ultimate blue cat collar,34300.0,7.0
1277,zd neon coral cat collar,34300.0,7.0
839,zd candy cat collar,34300.0,7.0
1760,zeedog skull collar cat,34200.0,9.0
687,mastilac jeringa,33800.0,13.0
718,zeedog ella h-harness medium,33800.0,2.0
818,dispensador alimento maya / m (700 gr.),33080.0,4.0
407,afp furry ball flufer naranjo,32830.0,7.0
56,columbia leash extra small,32701.199999999997,3.0
1046,zd candy collar medium,32700.0,3.0
722,zeedog gotham bow-tie large,32500.0,5.0
919,zeedog citrus bow-tie large,32500.0,5.0
435,zeus nosh hueso duro sabor carne/queso s,32450.0,5.0
1537,arnes talla m,32450.0,5.0
594,coastal comfort soft arnes morado xs,31980.0,2.0
603,zeus arnes fig.a  s  rojo,31960.0,4.0
1078,catnip crinkle&toss papers,31920.0,8.0
601,nf aqua plus anticloro 30 ml,31900.0,10.0
950,camon juguete perro pelota tenis c/ sonido 2 un ,31740.0,6.0
1647,zeus collar ajustable  m  rojo,31740.0,6.0
969,zeedog gotham collar extra small,31480.0,4.0
1269,zeus trailla dobl asa  l  coral 1,31470.0,3.0
1466,nf aqua plus anticloro 120 ml,31450.0,5.0
1623,pawise rodillo quita pelos y pelusas,31430.0,7.0
890,catit filtro fuente mini 3 unid,31430.0,7.0
366,cordon amarre 8 mm a. doctor,31140.0,6.0
935,pawise bola luminosa 3,31120.0,8.0
681,pink big circle paw (my family),30980.0,2.0
1543,"dogit cuerdas anudadas celeste ""s""",30690.0,11.0
633,paracan plus x 1 comp,30600.0,18.0
1118,zeedog skull collar medium,30600.0,3.0
898,pawise collar azul ondas,30510.0,9.0
635,ehliquantel sobre x 1 comp. (ant.),30090.0,17.0
1585,hartz tiny dog jungle plush dog toy,30030.0,7.0
1649,capa polar chiporro t/1 cata pets,29970.0,3.0
260,ls champu crema de avena 250ml,29670.0,3.0
947,fp pala higienica,29590.0,11.0
1336,tx bola para heno ,29400.0,5.0
649,zd artsy cat collar,29400.0,6.0
1604,pala sanitaria (granulos) celeste,29330.0,7.0
426,zeus collar ajustable  s  fucsia,29330.0,7.0
67,cadena cordon 3 mm a.doctor,29330.0,7.0
253,zeedog coral bowl large,29020.0,2.0
1504,fancy feast terrine pavo 85 g,28800.0,32.0
99,pawise meow life varita,28740.0,6.0
865,big bone aluminum black (my family),28520.0,4.0
856,big round aluminum purple (my family),28520.0,4.0
848,big heart aluminum black (my family),28520.0,4.0
824,zeedog black bowl small,28500.0,5.0
797,mamadera  (kit)  115 ml,28470.0,3.0
226,fp plato acero inoxidable orion 54,28280.0,7.0
1739,coastal sparkle collar broche metal rosa xs,27980.0,2.0
1519,pawise hollow mono,27960.0,4.0
1562,coastal lazer brite collar lime skulls xs,27960.0,4.0
679,vestido playero t-2,27750.0,5.0
1196,mebermic  x 1 comp.,27720.0,14.0
1113,exo t.ampolleta heat glo infrarroja 75w,26980.0,2.0
1776,hartz zoo ballons dog toy,26970.0,3.0
362,pez portagolosina azúl/verde,26940.0,6.0
669,collar c/hueso grande a. doctor,26900.0,10.0
1394,royal canin kitten lata 145 gr,26880.0,14.0
1622,toallitas de limpieza vainilla,26640.0,9.0
1594,cuerda anudada tricolor m,26460.0,6.0
168,tx pato látex perro toy ,26010.0,9.0
1430,zeus nosh hueso duro sabor carne/queso l,25980.0,2.0
328,bandana red,25170.0,3.0
1212,zeus trailla dobl asa  s  rojo 1,25160.0,4.0
1279,zeus trailla dobl asa  s  coral 1,25160.0,4.0
1104,pala sanitaria (granulos) rosada,25140.0,6.0
1495,pala sanitaria (granulos) negro,25140.0,6.0
259,pawise hollow buho,25000.0,5.0
1201,arnes gato colores g.a,25000.0,5.0
1480,coastal sublime collar purple s/m,24980.0,2.0
2,nm alfombrilla training 14 un,24950.0,5.0
1334,zeedog rob the microbe,24640.0,4.0
1573,l.w. trapecio de madera  -7,24430.0,7.0
700,tx 2 pelotas yute catnip,24090.0,11.0
1451,bowl 18 cm,23960.0,4.0
946,collar gatos,23920.0,8.0
486,collar c/flor  ch. a. doctor,23840.0,8.0
1463,l.w. comedero o bebedero gde 125 ml,23730.0,7.0
1613,zeedog gotham h-harness extra small,23720.0,2.0
1667,zeedog atlanta harness + leash set,23720.0,2.0
587,zeedog phantom h-harness extra small,23720.0,2.0
434,hartz chew n clean tuff bone dog toy- extra small,23450.0,5.0
739,afp pups cuerda suave multitextura,23370.0,3.0
1177,cadena cordon 2 mm a.doctor,23340.0,6.0
569,pawise little monster rojo,23160.0,4.0
611,corner deterrent spring,23070.0,3.0
828,pawise meow life bola colores,23030.0,7.0
986,2 pelotas con cuerda,22410.0,9.0
886,carpeta orientadora pad 7 unid,22330.0,7.0
100,"dogit cuerdas anudadas rosada ""s""",22320.0,8.0
772,collar c/flor gde. a. doctor,22190.0,7.0
686,l. w.catita en percha ,21970.0,13.0
496,"dogit cuerdas anudadas tricolor ""l""",21960.0,4.0
619,harvest stacks timothy/carrot 1kg,21700.0,1.0
1246,zeus collar ajustable l rojo,21640.0,4.0
304,zeus trailla dobl asa  m  azuldenim 1,21600.0,3.0
880,collar c/hueso chico a. doctor,21510.0,9.0
141,big round aluminum black (my family),21390.0,3.0
335,zeus collar ajustable  m  grafito,21160.0,4.0
1568,coastal sublime collar navy xs,20980.0,2.0
805,coastal lazer brite collar rainbow hearts xs,20970.0,3.0
1611,zeus collar ajustable  s  rojo,20950.0,5.0
1280,pawise meow life raton,20930.0,7.0
1414,caja carton transporte p.anim 28x15x18cm,20220.0,6.0
